INDEX NO.,Year,GENDER,PROGRAM,ENGLISH,MATHEMATICS,INT.SCI
2040931021,2021,F,G/A,F9,D7,D7
2040931121,2021,F,G/A,E8,E8,F9
2040931221,2021,F,H/E,F9,F9,F9
2040931321,2021,F,G/A,F9,E8,D7
2040931421,2021,M,G/A,F9,E8,F9
2040931521,2021,F,H/E,F9,E8,F9
2040931621,2021,F,G/A,F9,F9,F9
2040931721,2021,F,G/A,D7,E8,D7
2040931821,2021,M,G/A,F9,D7,F9
2040931921,2021,F,H/E,F9,F9,E8
2040932021,2021,M,G/A,F9,F9,F9
2040932121,2021,M,G/A,F9,F9,D7
2040932221,2021,F,H/E,F9,F9,F9
2040932321,2021,F,H/E,F9,F9,E8
20409324201,2021,F,H/E,F9,F9,E8
2040932521,2021,F,G/A,D7,D7,D7
2040932621,2021,M,G/A,E8,F9,C6
2040932721,2021,M,AGRIC,F9,F9,E8
2040932821,2021,F,G/A,E8,F9,E8
2040932921,2021,M,V/A,F9,F9,F9
2040933021,2021,F,H/E,F9,F9,F9
2040933121,2021,M,G/A,E8,F9,E8
2040933221,2021,M,G/A,C6,F9,D7
2040933321,2021,M,G/A,F9,F9,E8
2040933421,2021,M,BUS,F9,F9,F9
2040933521,2021,F,G/A,F9,F9,D7
2040933621,2021,M,G/A,F9,F9,F9
2040933721,2021,F,G/A,F9,F9,F9
2040933821,2021,F,H/E,F9,F9,E8
2040933921,2021,F,H/E,F9,F9,E8
2040934021,2021,M,V/A,F9,F9,F9
2040934121,2021,M,H/E,F9,F9,F9
2040934221,2021,M,V/A,F9,F9,E8
2040934321,2021,M,G/A,F9,F9,F9
2040934421,2021,F,BUS,D7,F9,D7
2040934521,2021,M,G/A,F9,F9,F9
2040934621,2021,M,V/A,F9,F9,F9
2040934721,2021,M,G/A,F9,F9,E8
2040934821,2021,F,G/A,XX,XX,XX
2040934921,2021,M,G/A,F9,F9,F9
2040935021,2021,M,G/A,F9,F9,F9
2040935121,2021,F,BUS,F9,E8,D7
2040935221,2021,M,G/A,E8,F9,F9
2040935321,2021,M,G/A,F9,F9,F9
2040935421,2021,F,V/A,XX,XX,XX
2040935521,2021,M,G/A,F9,F9,F9
2040935621,2021,M,G/A,F9,F9,F9
2040935721,2021,F,H/E,F9,F9,F9
2040935821,2021,M,V/A,F9,F9,F9
2040935921,2021,F,G/A,D7,F9,E8
2040936021,2021,M,G/A,F9,F9,E8
2040936121,2021,M,G/A,E8,E8,D7
2040936221,2021,M,G/A,F9,F9,E8
2040936321,2021,F,H/E,F9,F9,D7
2040936421,2021,F,G/A,F9,E8,D7
2040936521,2021,F,G/A,E8,F9,D7
2040936621,2021,M,G/A,E8,F9,D7
20409236721,2021,F,G/A,F9,F9,E8
